OrderID,CustomerID,CustomerName,Age,City,Category,UnitPrice,Quantity,OrderDate,PaymentMethod,Rating,TotalAmount
ORD10255,CUST1035,Mia Moore,58,Delhi,Beauty,330.51,4,2024-03-26,Credit Card,5,1322.04
ORD10342,CUST1122,Sophia Iyer,56,Mumbai,Home & Kitchen,141.33,2,2024-11-12,Net Banking,,282.66
ORD10009,CUST1009,Mohammed Sharma,32,Pune,Books,203.58,1,2024-04-18,Net Banking,,203.58
ORD10157,CUST1157,Wei Lee,45,Singapore,Books,124.08,5,2024-04-05,Credit Card,,620.4
ORD10028,CUST1028,Neha Iyer,54,London,Sports,106.11,4,2024-05-02,Upi,4,424.44
ORD10065,CUST1065,John Nair,38,Toronto,Beauty,180.64,3,2024-06-23,Upi,5,541.92
ORD10256,CUST1036,David Ali,68,Delhi,Electronics,53.81,2,2024-09-18,Credit Card,5,107.62
ORD10325,CUST1105,Aisha Johnson,44,Delhi,Grocery,74.62,1,2024-05-01,Upi,3,74.62
ORD10154,CUST1154,Sophia Chen,66,Toronto,Electronics,453.4,1,2024-05-11,Debit Card,,453.4
ORD10049,CUST1049,Tom Reddy,44,London,Grocery,308.26,5,2025-03-01,Net Banking,4,1541.3
ORD10209,CUST1209,Arjun Lee,62,Mumbai,Sports,186.93,2,2024-04-22,Debit Card,4,373.86
ORD10288,CUST1068,David Lee,59,Pune,Beauty,249.97,1,2024-05-03,Cash,,249.97
ORD10002,CUST1002,Unknown,19,Pune,Beauty,255.15,1,2024-10-14,Debit Card,,255.15
ORD10270,CUST1050,Anna Clark,70,Pune,Grocery,275.44,5,2024-02-22,Credit Card,,1377.2
ORD10334,CUST1114,Sophia Nair,60,Delhi,Toys,96.52,5,2024-08-07,Debit Card,4,482.6
ORD10096,CUST1096,Sara Khan,46,Delhi,Sports,452.19,1,2024-06-15,Cash,1,452.19
ORD10473,CUST1033,Tom Chen,26,Bangalore,Home & Kitchen,19.14,4,2025-03-16,Upi,,76.56
ORD10305,CUST1085,David Ali,38,New York,Beauty,41.97,2,2024-03-10,Cash,,83.94
ORD10117,CUST1117,Lisa Wilson,59,Mumbai,Grocery,424.41,5,2024-12-17,Credit Card,4,2122.05
ORD10162,CUST1162,Arjun Davis,70,Toronto,Sports,23.13,2,2024-05-26,Upi,,46.26
ORD10499,CUST1059,Arjun Khan,24,Dubai,Toys,98.78,2,2024-10-18,Credit Card,2,197.56
ORD10118,CUST1118,Tom Patel,23,Singapore,Home & Kitchen,37.51,3,2024-11-15,Credit Card,5,112.53
ORD10289,CUST1069,Arjun Smith,41,Bangalore,Toys,431.1,5,2024-07-06,Net Banking,,2155.5
ORD10078,CUST1078,Unknown,45,Dubai,Beauty,325.58,3,2025-02-27,Debit Card,1,976.74
ORD10402,CUST1182,Aisha Lee,44,Dubai,Books,41.08,4,2024-09-26,Debit Card,2,164.32
ORD10459,CUST1019,David Garcia,47,Delhi,Grocery,161.25,1,2024-01-07,Credit Card,2,161.25
ORD10397,CUST1177,Mia Sharma,40,Delhi,Beauty,372.49,5,2024-05-01,Net Banking,,1862.45
ORD10231,CUST1011,Mia Ali,34,Delhi,Grocery,233.11,4,2024-03-27,Debit Card,,932.44
ORD10298,CUST1078,Neha Johnson,38,Chicago,Books,139.27,1,2024-10-19,Upi,1,139.27
ORD10187,CUST1187,Mia Lee,22,Dubai,Grocery,383.38,3,2025-02-26,Net Banking,,1150.14
ORD10200,CUST1200,Emma Johnson,21,Chicago,Books,360.09,1,2024-12-14,Cash,2,360.09
ORD10351,CUST1131,Arjun Smith,67,Toronto,Home & Kitchen,325.45,1,2024-04-24,Upi,5,325.45
ORD10122,CUST1122,Neha Khan,65,Pune,Home & Kitchen,280.4,4,2024-12-09,Credit Card,4,1121.6
ORD10479,CUST1039,Neha Johnson,44,Pune,Sports,145.92,3,2024-07-30,Debit Card,,437.76
ORD10443,CUST1003,Wei Khan,65,Toronto,Home & Kitchen,54.64,5,2025-02-06,Upi,,273.2
ORD10308,CUST1088,Amit Johnson,40,Dubai,Electronics,340.21,3,2025-02-23,Debit Card,1,1020.63
ORD10472,CUST1032,Arjun Patel,24,Singapore,Home & Kitchen,46.73,5,2024-06-07,Debit Card,2,233.65
ORD10159,CUST1159,Raj Smith,40,London,Beauty,367.81,1,2025-01-30,Net Banking,,367.81
ORD10086,CUST1086,Lisa Wilson,62,Delhi,Electronics,486.71,2,2024-12-29,Debit Card,3,973.42
ORD10226,CUST1006,Mia Brown,48,Bangalore,Books,155.08,1,2024-04-18,Debit Card,,155.08
ORD10263,CUST1043,Raj Nair,51,Singapore,Toys,307.6,1,2024-06-27,Upi,,307.6
ORD10332,CUST1112,Mia Nair,27,London,Electronics,216.66,3,2025-02-25,Credit Card,,649.98
ORD10411,CUST1191,Amit Iyer,20,London,Clothing,148.47,3,2024-11-06,Credit Card,3,445.41
ORD10077,CUST1077,Emma Lee,63,Delhi,Grocery,40.23,2,2025-04-18,Upi,,80.46
ORD10398,CUST1178,Unknown,42,Chicago,Books,483.09,1,2024-01-07,Credit Card,3,483.09
ORD10383,CUST1163,Mohammed Gupta,21,Pune,Toys,204.62,2,2024-02-10,Cash,4,409.24
ORD10088,CUST1088,Lisa Reddy,63,Chicago,Grocery,490.22,2,2024-08-21,Net Banking,2,980.44
ORD10183,CUST1183,Sara Sharma,36,Bangalore,Toys,127.89,2,2025-02-20,Upi,5,255.78
ORD10106,CUST1106,David Clark,41,Pune,Toys,11.89,1,2024-08-20,Upi,,11.89
ORD10409,CUST1189,Mohammed Sharma,23,Mumbai,Home & Kitchen,398.14,1,2024-10-21,Cash,2,398.14
ORD10390,CUST1170,Arjun Chen,49,Dubai,Electronics,278.85,5,2025-03-05,Net Banking,4,1394.25
ORD10006,CUST1006,Aisha Kumar,54,Delhi,Clothing,27.68,2,2025-01-30,Upi,1,55.36
ORD10018,CUST1018,Anna Wilson,51,Delhi,Beauty,116.23,4,2024-01-11,Net Banking,5,464.92
ORD10235,CUST1015,Mia Lee,19,Bangalore,Toys,404.05,2,2024-02-24,Credit Card,5,808.1
ORD10413,CUST1193,Mia Lee,58,New York,Books,478.91,1,2024-10-10,Cash,5,478.91
ORD10407,CUST1187,Amit Khan,28,Dubai,Electronics,315.33,2,2024-12-09,Credit Card,,630.66
ORD10107,CUST1107,Raj Iyer,42,Delhi,Beauty,238.38,4,2025-04-13,Net Banking,2,953.52
ORD10135,CUST1135,Emma Ali,67,Delhi,Clothing,267.65,2,2025-04-08,Cash,3,535.3
ORD10414,CUST1194,Priya Smith,44,Chicago,Clothing,155.82,4,2024-04-18,Cash,,623.28
ORD10227,CUST1007,Sophia Johnson,44,Delhi,Beauty,201.33,2,2024-10-09,Upi,,402.66
ORD10215,CUST1215,Sophia Sharma,36,Bangalore,Home & Kitchen,384.08,5,2024-07-10,Cash,4,1920.4
ORD10191,CUST1191,Mia Nair,44,New York,Grocery,408.8,4,2024-06-18,Credit Card,1,1635.2
ORD10453,CUST1013,Emma Ali,44,Dubai,Electronics,351.91,3,2024-05-07,Upi,1,1055.73
ORD10321,CUST1101,Priya Smith,44,Delhi,Home & Kitchen,388.31,4,2025-05-06,Credit Card,3,1553.24
ORD10283,CUST1063,Mohammed Khan,45,Toronto,Clothing,118.33,1,2025-01-09,Cash,1,118.33
ORD10030,CUST1030,Wei Kumar,22,London,Sports,83.08,3,2024-11-09,Cash,,249.24
ORD10170,CUST1170,David Clark,25,Pune,Sports,353.5,2,2024-11-09,Upi,,707.0
ORD10181,CUST1181,Fatima Wilson,44,Toronto,Beauty,173.4,2,2024-06-09,Cash,,346.8
ORD10101,CUST1101,Lisa Smith,60,New York,Electronics,285.13,1,2025-04-11,Net Banking,,285.13
ORD10210,CUST1210,Aisha Kumar,44,Toronto,Beauty,382.12,1,2024-09-26,Cash,5,382.12
ORD10136,CUST1136,Wei Johnson,24,New York,Beauty,90.88,2,2025-01-24,Cash,,181.76
ORD10441,CUST1001,Mia Singh,54,Singapore,Sports,495.94,5,2025-01-21,Debit Card,4,2479.7
ORD10199,CUST1199,Carlos Clark,35,Delhi,Sports,72.95,2,2024-05-04,Credit Card,,145.9
ORD10374,CUST1154,Sara Gupta,59,Toronto,Sports,135.74,1,2024-02-21,Cash,2,135.74
ORD10167,CUST1167,Fatima Smith,44,Mumbai,Grocery,22.23,1,2024-04-30,Cash,,22.23
ORD10395,CUST1175,Unknown,36,Pune,Electronics,263.75,1,2024-07-14,Debit Card,1,263.75
ORD10137,CUST1137,Sophia Wilson,44,Pune,Grocery,342.16,4,2025-03-18,Credit Card,3,1368.64
ORD10286,CUST1066,Wei Khan,55,London,Toys,160.68,2,2024-05-06,Upi,,321.36
ORD10336,CUST1116,Anna Clark,44,Pune,Electronics,421.19,5,2025-05-09,Net Banking,,2105.95
ORD10132,CUST1132,Anna Patel,43,Chicago,Electronics,232.58,1,2025-03-17,Upi,5,232.58
ORD10040,CUST1040,Raj Garcia,55,Mumbai,Clothing,300.3,4,2025-01-08,Cash,3,1201.2
ORD10216,CUST1216,David Davis,23,Bangalore,Books,63.72,5,2024-09-27,Debit Card,,318.6
ORD10044,CUST1044,Lisa Davis,53,New York,Sports,109.04,4,2024-08-26,Cash,4,436.16
ORD10055,CUST1055,David Garcia,47,Singapore,Electronics,453.93,1,2024-02-12,Credit Card,4,453.93
ORD10488,CUST1048,John Sharma,55,Delhi,Home & Kitchen,188.84,1,2024-05-07,Debit Card,4,188.84
ORD10300,CUST1080,Mohammed Patel,53,Mumbai,Books,104.33,3,2025-01-13,Net Banking,2,312.99
ORD10468,CUST1028,Mohammed Singh,44,Singapore,Toys,425.21,1,2024-02-10,Debit Card,3,425.21
ORD10036,CUST1036,Neha Moore,65,Pune,Home & Kitchen,488.22,2,2025-03-27,Cash,1,976.44
ORD10316,CUST1096,Raj Sharma,69,Dubai,Books,384.59,2,2025-05-13,Debit Card,1,769.18
ORD10400,CUST1180,Unknown,29,Delhi,Toys,25.11,3,2024-10-11,Upi,2,75.33
ORD10310,CUST1090,Emma Chen,30,London,Clothing,293.25,3,2025-04-14,Cash,1,879.75
ORD10277,CUST1057,Mohammed Iyer,18,Delhi,Grocery,319.25,4,2025-03-11,Credit Card,,1277.0
ORD10125,CUST1125,Aisha Clark,44,Mumbai,Sports,19.33,3,2024-12-25,Cash,3,57.99
ORD10143,CUST1143,Mohammed Khan,53,New York,Sports,363.25,2,2024-06-19,Credit Card,5,726.5
ORD10111,CUST1111,Anna Clark,59,Mumbai,Toys,141.56,1,2025-04-30,Cash,,141.56
ORD10324,CUST1104,Wei Garcia,64,Delhi,Toys,426.12,1,2024-04-03,Net Banking,3,426.12
ORD10394,CUST1174,Anna Chen,63,Dubai,Books,356.62,4,2024-10-14,Cash,5,1426.48
ORD10108,CUST1108,Tom Lee,59,Delhi,Home & Kitchen,27.45,1,2024-06-04,Cash,1,27.45
ORD10273,CUST1053,Carlos Sharma,54,Dubai,Sports,300.44,2,2024-06-14,Credit Card,3,600.88
ORD10048,CUST1048,Sara Singh,32,Pune,Grocery,29.86,2,2025-04-14,Cash,1,59.72
ORD10204,CUST1204,Unknown,47,Dubai,Grocery,445.18,2,2025-03-11,Net Banking,4,890.36
ORD10478,CUST1038,Neha Clark,45,Pune,Home & Kitchen,358.89,5,2025-02-28,Cash,2,1794.45
ORD10022,CUST1022,Sara Johnson,30,Dubai,Grocery,74.39,2,2024-05-22,Cash,2,148.78
ORD10403,CUST1183,Arjun Garcia,44,Dubai,Toys,50.51,2,2025-03-28,Debit Card,,101.02
ORD10084,CUST1084,Amit Ali,34,Delhi,Toys,433.13,1,2024-12-02,Cash,5,433.13
ORD10131,CUST1131,John Nair,65,Bangalore,Home & Kitchen,193.2,2,2024-09-13,Net Banking,,386.4
ORD10457,CUST1017,Priya Nair,44,London,Grocery,449.57,3,2024-09-08,Debit Card,,1348.71
ORD10494,CUST1054,Amit Clark,70,Pune,Grocery,384.04,2,2024-11-09,Upi,3,768.08
ORD10330,CUST1110,Amit Ali,44,Toronto,Electronics,218.51,2,2024-11-06,Cash,2,437.02
ORD10230,CUST1010,Liam Iyer,64,New York,Home & Kitchen,102.11,2,2024-07-13,Net Banking,,204.22
ORD10287,CUST1067,Mia Moore,44,New York,Electronics,424.71,3,2024-04-15,Net Banking,5,1274.13
ORD10124,CUST1124,Sara Kumar,53,Delhi,Sports,289.18,5,2025-03-08,Net Banking,,1445.9
ORD10034,CUST1034,Neha Clark,18,Delhi,Home & Kitchen,275.07,4,2024-10-25,Net Banking,2,1100.28
ORD10005,CUST1005,Raj Sharma,64,Dubai,Clothing,486.69,5,2024-02-10,Net Banking,3,2433.45
ORD10412,CUST1192,Tom Davis,43,Toronto,Home & Kitchen,269.07,2,2025-01-17,Cash,,538.14
ORD10220,CUST1000,Arjun Lee,44,London,Books,122.27,2,2024-12-04,Net Banking,2,244.54
ORD10380,CUST1160,Tom Sharma,22,Mumbai,Books,11.12,2,2025-05-15,Credit Card,,22.24
ORD10420,CUST1200,Mia Khan,44,Delhi,Sports,430.06,2,2025-04-01,Net Banking,2,860.12
ORD10150,CUST1150,Tom Lee,67,Dubai,Toys,483.3,2,2025-02-14,Net Banking,2,966.6
ORD10225,CUST1005,Priya Gupta,44,Singapore,Electronics,437.44,2,2025-02-15,Cash,5,874.88
ORD10248,CUST1028,Wei Patel,28,New York,Toys,153.38,1,2024-07-03,Upi,2,153.38
ORD10454,CUST1014,Mohammed Patel,53,Toronto,Books,180.0,3,2024-04-03,Credit Card,,540.0
ORD10152,CUST1152,Neha Patel,32,London,Electronics,210.37,5,2024-09-14,Upi,2,1051.85
ORD10493,CUST1053,Anna Wilson,18,Chicago,Home & Kitchen,442.05,4,2025-02-01,Net Banking,2,1768.2
ORD10318,CUST1098,Emma Iyer,38,Singapore,Electronics,353.21,4,2025-04-30,Net Banking,5,1412.84
ORD10292,CUST1072,Carlos Chen,52,Chicago,Clothing,158.53,5,2025-01-08,Cash,2,792.65
ORD10234,CUST1014,Aisha Nair,60,Mumbai,Electronics,268.45,5,2024-01-07,Credit Card,5,1342.25
ORD10011,CUST1011,David Kumar,32,Dubai,Grocery,50.0,1,2025-03-16,Credit Card,2,50.0
ORD10280,CUST1060,Unknown,45,Delhi,Home & Kitchen,441.66,3,2024-03-22,Cash,3,1324.98
ORD10072,CUST1072,John Iyer,36,Toronto,Grocery,173.65,1,2024-05-09,Cash,4,173.65
ORD10253,CUST1033,Lisa Patel,70,Mumbai,Grocery,73.89,3,2024-05-03,Upi,,221.67
ORD10093,CUST1093,Liam Ali,24,Delhi,Grocery,12.6,2,2024-07-28,Cash,,25.2
ORD10492,CUST1052,Mohammed Wilson,44,Bangalore,Home & Kitchen,39.09,2,2024-08-18,Upi,,78.18
ORD10350,CUST1130,John Davis,21,Bangalore,Beauty,429.27,2,2024-12-12,Debit Card,3,858.54
ORD10416,CUST1196,Mia Wilson,59,Delhi,Sports,337.48,3,2024-02-20,Debit Card,,1012.44
ORD10375,CUST1155,Lisa Kumar,69,Chicago,Clothing,52.02,1,2024-01-05,Cash,2,52.02
ORD10401,CUST1181,Raj Smith,39,Delhi,Home & Kitchen,24.77,4,2024-11-01,Credit Card,,99.08
ORD10193,CUST1193,Arjun Moore,67,Bangalore,Beauty,20.63,1,2024-04-07,Credit Card,4,20.63
ORD10258,CUST1038,Neha Patel,25,London,Sports,174.82,2,2024-09-23,Cash,3,349.64
ORD10495,CUST1055,Mohammed Khan,24,Mumbai,Clothing,26.67,2,2024-04-01,Cash,1,53.34
ORD10340,CUST1120,Mohammed Gupta,51,Bangalore,Electronics,394.34,5,2024-02-27,Cash,2,1971.7
ORD10196,CUST1196,Raj Moore,48,Pune,Sports,281.25,2,2025-04-27,Upi,,562.5
ORD10138,CUST1138,Amit Nair,46,Pune,Sports,297.75,4,2024-09-16,Credit Card,3,1191.0
ORD10261,CUST1041,Fatima Garcia,58,Chicago,Electronics,370.01,2,2024-08-18,Net Banking,4,740.02
ORD10039,CUST1039,Mohammed Gupta,22,London,Toys,341.36,4,2025-04-25,Credit Card,1,1365.44
ORD10202,CUST1202,Amit Iyer,32,Delhi,Electronics,457.05,2,2024-08-01,Cash,2,914.1
ORD10291,CUST1071,Lisa Reddy,67,Chicago,Toys,45.8,2,2024-05-22,Credit Card,3,91.6
ORD10449,CUST1009,Amit Clark,36,Singapore,Books,177.0,3,2024-04-25,Net Banking,2,531.0
ORD10190,CUST1190,Arjun Chen,44,London,Home & Kitchen,199.51,3,2024-10-30,Upi,5,598.53
ORD10113,CUST1113,Mia Brown,55,Bangalore,Beauty,167.64,2,2025-02-07,Net Banking,1,335.28
ORD10153,CUST1153,Amit Kumar,32,London,Clothing,420.39,4,2025-09-02,Debit Card,2,1681.56
ORD10326,CUST1106,Amit Ali,46,New York,Beauty,128.52,1,2024-06-28,Upi,,128.52
ORD10192,CUST1192,Liam Lee,68,Singapore,Grocery,136.44,2,2025-01-04,Credit Card,5,272.88
ORD10045,CUST1045,Arjun Nair,68,Mumbai,Clothing,145.47,4,2024-02-17,Cash,,581.88
ORD10445,CUST1005,Raj Johnson,41,Singapore,Electronics,363.62,5,2024-11-10,Credit Card,5,1818.1
ORD10276,CUST1056,Neha Davis,46,Mumbai,Clothing,204.41,3,2024-12-21,Upi,4,613.23
ORD10007,CUST1007,Sara Davis,35,Mumbai,Books,85.51,4,2024-04-17,Credit Card,3,342.04
ORD10251,CUST1031,Mohammed Lee,65,Singapore,Beauty,166.31,3,2025-02-22,Cash,4,498.93
ORD10312,CUST1092,Liam Singh,70,Toronto,Electronics,194.45,5,2024-03-29,Upi,2,972.25
ORD10001,CUST1001,Sara Smith,65,Pune,Beauty,74.07,1,2024-12-12,Credit Card,5,74.07
ORD10429,CUST1209,John Reddy,26,Bangalore,Beauty,43.16,3,2024-04-18,Debit Card,2,129.48
ORD10392,CUST1172,Emma Gupta,43,New York,Grocery,403.37,2,2024-07-30,Net Banking,,806.74
ORD10384,CUST1164,Tom Patel,49,London,Clothing,490.43,1,2024-02-22,Cash,4,490.43
ORD10433,CUST1213,Lisa Patel,31,Singapore,Grocery,434.31,2,2024-04-22,Cash,4,868.62
ORD10487,CUST1047,Sara Johnson,58,London,Electronics,87.84,3,2024-10-26,Credit Card,4,263.52
ORD10168,CUST1168,David Iyer,44,Bangalore,Grocery,474.67,4,2024-08-15,Cash,1,1898.68
ORD10393,CUST1173,Arjun Lee,62,Bangalore,Books,357.38,2,2024-04-12,Debit Card,5,714.76
ORD10219,CUST1219,Priya Johnson,65,Unknown,Grocery,121.0,2,2025-01-21,Cash,,242.0
ORD10043,CUST1043,Neha Ali,43,Dubai,Home & Kitchen,99.96,5,2024-12-12,Credit Card,2,499.8
ORD10367,CUST1147,David Smith,32,Delhi,Home & Kitchen,109.54,1,2024-10-28,Net Banking,2,109.54
ORD10346,CUST1126,Anna Sharma,50,Delhi,Sports,356.24,5,2024-03-10,Cash,,1781.2
ORD10073,CUST1073,Amit Davis,49,Singapore,Electronics,80.1,3,2024-02-13,Debit Card,1,240.3
ORD10024,CUST1024,Fatima Singh,49,Pune,Toys,451.71,2,2024-07-13,Credit Card,4,903.42
ORD10399,CUST1179,Tom Johnson,58,Pune,Beauty,389.19,2,2024-05-30,Cash,2,778.38
ORD10186,CUST1186,Neha Chen,34,Pune,Toys,186.14,5,2024-01-27,Net Banking,5,930.7
ORD10349,CUST1129,Aisha Wilson,29,Singapore,Books,175.4,3,2025-01-18,Cash,,526.2
ORD10104,CUST1104,Wei Clark,41,Dubai,Sports,416.08,3,2025-04-12,Cash,4,1248.24
ORD10408,CUST1188,Neha Khan,31,Bangalore,Toys,325.05,1,2025-01-17,Credit Card,2,325.05
ORD10197,CUST1197,Carlos Nair,38,London,Sports,147.46,5,2025-04-03,Cash,,737.3
ORD10176,CUST1176,Liam Garcia,67,Chicago,Electronics,416.54,2,2024-06-04,Debit Card,2,833.08
